Despacho,OV,NombreProducto,FechaCorte,Parte,Descripción,Despacho Cantidad en Unidades,Despacho Unidad de Medida Unidades,Proyecto,Precio Unitario,V. VTA,Guia de Remisión,Fecha Despacho,Comentario por Linea,Tipo Embarque,NombreArchivo,Cuentas,Paquetes,Courier,OT
96353,373022,EECC 3PLAY,13/12/2019,120404407000003,SERV. ENSOBRADO MANUAL,243,UND,C000000048,0.0612,14.8716,005-0748675,18/12/2019,"Descripción - RE: Indicaciones Idcon 2656 Claro Empresas_20080
 Comentarios - 8 : FTEL_IMP_AFP_CUADERNILLO_REC_CAE.afp - 5
  9 : FTEL_IMP_AFP_CUADERNILLO_REC_LIMA.afp - 185
  10 : FTEL_IMP_AFP_CUADERNILLO_REC_PROVINCIA.afp - 53
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 13/12/2019",5,8 : FTEL_IMP_AFP_CUADERNILLO_REC_CAE.afp - 5 / 9 : FTEL_IMP_AFP_CUADERNILLO_REC_LIMA.afp - 185 / 10 : FTEL_IMP_AFP_CUADERNILLO_REC_PROVINCIA.afp - 53,20880,3,URBANO EXPRESS PERU SA,239676
95688,373024,EECC 3PLAY,13/12/2019,60404430000021,EECC 3PLAY,545,UND,C000000048,0,0,005-0748149,16/12/2019,"Descripción - RE: Indicaciones Idcon 2656 Claro Empresas_20080
 Comentarios - 1 : 2.1_2656_PDF_AUTA4_CAE_4.PDF - 4
  2 : 2.2_2656_PDF_AUTA4_LIMA_422.PDF - 422
  3 : 2.3_2656_PDF_AUTA4_PROV_119.PDF - 119
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 13/12/2019",5,1 : 2.1_2656_PDF_AUTA4_CAE_4.PDF - 4 / 2 : 2.2_2656_PDF_AUTA4_LIMA_422.PDF - 422 / 3 : 2.3_2656_PDF_AUTA4_PROV_119.PDF - 119,20880,3,URBANO EXPRESS PERU SA,239676
95688,373024,EECC 3PLAY,13/12/2019,120404401000022,PREFORMA 3 PLAY 0616 CONTINUO,545,UND,C000000048,0.03744,20.4048,005-0748149,16/12/2019,"Descripción - RE: Indicaciones Idcon 2656 Claro Empresas_20080
 Comentarios - 1 : 2.1_2656_PDF_AUTA4_CAE_4.PDF - 4
  2 : 2.2_2656_PDF_AUTA4_LIMA_422.PDF - 422
  3 : 2.3_2656_PDF_AUTA4_PROV_119.PDF - 119
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 13/12/2019",5,1 : 2.1_2656_PDF_AUTA4_CAE_4.PDF - 4 / 2 : 2.2_2656_PDF_AUTA4_LIMA_422.PDF - 422 / 3 : 2.3_2656_PDF_AUTA4_PROV_119.PDF - 119,20880,3,URBANO EXPRESS PERU SA,239676
95688,373024,EECC 3PLAY,13/12/2019,120404406000002,SERV. IMPRESION VARIABLE A4,"1,090.00",UND,C000000048,0.0425,46.325,005-0748149,16/12/2019,"Descripción - RE: Indicaciones Idcon 2656 Claro Empresas_20080
 Comentarios - 1 : 2.1_2656_PDF_AUTA4_CAE_4.PDF - 4
  2 : 2.2_2656_PDF_AUTA4_LIMA_422.PDF - 422
  3 : 2.3_2656_PDF_AUTA4_PROV_119.PDF - 119
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 13/12/2019",5,1 : 2.1_2656_PDF_AUTA4_CAE_4.PDF - 4 / 2 : 2.2_2656_PDF_AUTA4_LIMA_422.PDF - 422 / 3 : 2.3_2656_PDF_AUTA4_PROV_119.PDF - 119,20880,3,URBANO EXPRESS PERU SA,239676
95688,373024,EECC 3PLAY,13/12/2019,120404407000001,SERV. AUTOENSOBRADO,545,UND,C000000048,0.04875,26.56875,005-0748149,16/12/2019,"Descripción - RE: Indicaciones Idcon 2656 Claro Empresas_20080
 Comentarios - 1 : 2.1_2656_PDF_AUTA4_CAE_4.PDF - 4
  2 : 2.2_2656_PDF_AUTA4_LIMA_422.PDF - 422
  3 : 2.3_2656_PDF_AUTA4_PROV_119.PDF - 119
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 13/12/2019",5,1 : 2.1_2656_PDF_AUTA4_CAE_4.PDF - 4 / 2 : 2.2_2656_PDF_AUTA4_LIMA_422.PDF - 422 / 3 : 2.3_2656_PDF_AUTA4_PROV_119.PDF - 119,20880,3,URBANO EXPRESS PERU SA,239676
95688,373024,EECC 3PLAY,13/12/2019,120404410000002,SERV. TRANSPROMO,545,UND,C000000048,0.0204,11.118,005-0748149,16/12/2019,"Descripción - RE: Indicaciones Idcon 2656 Claro Empresas_20080
 Comentarios - 1 : 2.1_2656_PDF_AUTA4_CAE_4.PDF - 4
  2 : 2.2_2656_PDF_AUTA4_LIMA_422.PDF - 422
  3 : 2.3_2656_PDF_AUTA4_PROV_119.PDF - 119
 PAQ - 03
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 13/12/2019",5,1 : 2.1_2656_PDF_AUTA4_CAE_4.PDF - 4 / 2 : 2.2_2656_PDF_AUTA4_LIMA_422.PDF - 422 / 3 : 2.3_2656_PDF_AUTA4_PROV_119.PDF - 119,20880,3,URBANO EXPRESS PERU SA,239676
95864,373028,EECC 3PLAY,13/12/2019,60404430000021,EECC 3PLAY,"20,092.00",UND,C000000048,0,0,005-0748314,17/12/2019,"Descripción - RE: Indicaciones Idcon 2656 Claro Empresas_20080
 Comentarios - 4 : 1.1_2656_PDF_AUTA5_CAE_14.PDF - 14
  5 : 1.2_2656_PDF_AUTA5_ESP_13.PDF - 13
  6 : 1.3_2656_PDF_AUTA5_LIMA_12272.PDF - 12272
  7 : 1.4_2656_PDF_AUTA5_PROV_7793.PDF - 7793
 PAQ - 07
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 13/12/2019",5,4 : 1.1_2656_PDF_AUTA5_CAE_14.PDF - 14 / 5 : 1.2_2656_PDF_AUTA5_ESP_13.PDF - 13 / 6 : 1.3_2656_PDF_AUTA5_LIMA_12272.PDF - 12272 / 7 : 1.4_2656_PDF_AUTA5_PROV_7793.PDF - 7793,20880,7,URBANO EXPRESS PERU SA,239676
95864,373028,EECC 3PLAY,13/12/2019,120404401000005,PREFORMA CLARO A5 CUADERNILLO 2013 F CONTINUO,"20,092.00",UND,C000000048,0.02052,412.28784,005-0748314,17/12/2019,"Descripción - RE: Indicaciones Idcon 2656 Claro Empresas_20080
 Comentarios - 4 : 1.1_2656_PDF_AUTA5_CAE_14.PDF - 14
  5 : 1.2_2656_PDF_AUTA5_ESP_13.PDF - 13
  6 : 1.3_2656_PDF_AUTA5_LIMA_12272.PDF - 12272
  7 : 1.4_2656_PDF_AUTA5_PROV_7793.PDF - 7793
 PAQ - 07
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 13/12/2019",5,4 : 1.1_2656_PDF_AUTA5_CAE_14.PDF - 14 / 5 : 1.2_2656_PDF_AUTA5_ESP_13.PDF - 13 / 6 : 1.3_2656_PDF_AUTA5_LIMA_12272.PDF - 12272 / 7 : 1.4_2656_PDF_AUTA5_PROV_7793.PDF - 7793,20880,7,URBANO EXPRESS PERU SA,239676
95864,373028,EECC 3PLAY,13/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,"40,172.00",UND,C000000048,0.0175,703.01,005-0748314,17/12/2019,"Descripción - RE: Indicaciones Idcon 2656 Claro Empresas_20080
 Comentarios - 4 : 1.1_2656_PDF_AUTA5_CAE_14.PDF - 14
  5 : 1.2_2656_PDF_AUTA5_ESP_13.PDF - 13
  6 : 1.3_2656_PDF_AUTA5_LIMA_12272.PDF - 12272
  7 : 1.4_2656_PDF_AUTA5_PROV_7793.PDF - 7793
 PAQ - 07
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 13/12/2019",5,4 : 1.1_2656_PDF_AUTA5_CAE_14.PDF - 14 / 5 : 1.2_2656_PDF_AUTA5_ESP_13.PDF - 13 / 6 : 1.3_2656_PDF_AUTA5_LIMA_12272.PDF - 12272 / 7 : 1.4_2656_PDF_AUTA5_PROV_7793.PDF - 7793,20880,7,URBANO EXPRESS PERU SA,239676
95864,373028,EECC 3PLAY,13/12/2019,120404407000001,SERV. AUTOENSOBRADO,"20,092.00",UND,C000000048,0.04875,979.485,005-0748314,17/12/2019,"Descripción - RE: Indicaciones Idcon 2656 Claro Empresas_20080
 Comentarios - 4 : 1.1_2656_PDF_AUTA5_CAE_14.PDF - 14
  5 : 1.2_2656_PDF_AUTA5_ESP_13.PDF - 13
  6 : 1.3_2656_PDF_AUTA5_LIMA_12272.PDF - 12272
  7 : 1.4_2656_PDF_AUTA5_PROV_7793.PDF - 7793
 PAQ - 07
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 13/12/2019",5,4 : 1.1_2656_PDF_AUTA5_CAE_14.PDF - 14 / 5 : 1.2_2656_PDF_AUTA5_ESP_13.PDF - 13 / 6 : 1.3_2656_PDF_AUTA5_LIMA_12272.PDF - 12272 / 7 : 1.4_2656_PDF_AUTA5_PROV_7793.PDF - 7793,20880,7,URBANO EXPRESS PERU SA,239676
95864,373028,EECC 3PLAY,13/12/2019,120404410000002,SERV. TRANSPROMO,"20,092.00",UND,C000000048,0.0204,409.8768,005-0748314,17/12/2019,"Descripción - RE: Indicaciones Idcon 2656 Claro Empresas_20080
 Comentarios - 4 : 1.1_2656_PDF_AUTA5_CAE_14.PDF - 14
  5 : 1.2_2656_PDF_AUTA5_ESP_13.PDF - 13
  6 : 1.3_2656_PDF_AUTA5_LIMA_12272.PDF - 12272
  7 : 1.4_2656_PDF_AUTA5_PROV_7793.PDF - 7793
 PAQ - 07
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 0
 FechaCorte - 13/12/2019",5,4 : 1.1_2656_PDF_AUTA5_CAE_14.PDF - 14 / 5 : 1.2_2656_PDF_AUTA5_ESP_13.PDF - 13 / 6 : 1.3_2656_PDF_AUTA5_LIMA_12272.PDF - 12272 / 7 : 1.4_2656_PDF_AUTA5_PROV_7793.PDF - 7793,20880,7,URBANO EXPRESS PERU SA,239676
95687,373031,EECC 3PLAY,13/12/2019,60404430000021,EECC 3PLAY,194,UND,C000000048,0,0,005-0748148,16/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 1 : 2658_AUTA4_AFP_PROV_35.afp - 35
  6 : 2658__AUTA4_AFP_LIMA_159.afp - 159
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,1 : 2658_AUTA4_AFP_PROV_35.afp - 35 / 6 : 2658__AUTA4_AFP_LIMA_159.afp - 159,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95687,373031,EECC 3PLAY,13/12/2019,120404401000022,PREFORMA 3 PLAY 0616 CONTINUO,194,UND,C000000048,0.03744,7.26336,005-0748148,16/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 1 : 2658_AUTA4_AFP_PROV_35.afp - 35
  6 : 2658__AUTA4_AFP_LIMA_159.afp - 159
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,1 : 2658_AUTA4_AFP_PROV_35.afp - 35 / 6 : 2658__AUTA4_AFP_LIMA_159.afp - 159,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95687,373031,EECC 3PLAY,13/12/2019,120404406000002,SERV. IMPRESION VARIABLE A4,388,UND,C000000048,0.0425,16.49,005-0748148,16/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 1 : 2658_AUTA4_AFP_PROV_35.afp - 35
  6 : 2658__AUTA4_AFP_LIMA_159.afp - 159
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,1 : 2658_AUTA4_AFP_PROV_35.afp - 35 / 6 : 2658__AUTA4_AFP_LIMA_159.afp - 159,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95687,373031,EECC 3PLAY,13/12/2019,120404407000001,SERV. AUTOENSOBRADO,194,UND,C000000048,0.04875,9.4575,005-0748148,16/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 1 : 2658_AUTA4_AFP_PROV_35.afp - 35
  6 : 2658__AUTA4_AFP_LIMA_159.afp - 159
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,1 : 2658_AUTA4_AFP_PROV_35.afp - 35 / 6 : 2658__AUTA4_AFP_LIMA_159.afp - 159,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95687,373031,EECC 3PLAY,13/12/2019,120404410000002,SERV. TRANSPROMO,194,UND,C000000048,0.0204,3.9576,005-0748148,16/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 1 : 2658_AUTA4_AFP_PROV_35.afp - 35
  6 : 2658__AUTA4_AFP_LIMA_159.afp - 159
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,1 : 2658_AUTA4_AFP_PROV_35.afp - 35 / 6 : 2658__AUTA4_AFP_LIMA_159.afp - 159,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95861,373037,EECC 3PLAY,13/12/2019,60404430000021,EECC 3PLAY,417,UND,C000000048,0,0,005-0748311,17/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 2 : 2658_AUTA5_AFP_LIMA_395.afp - 395
  3 : 2658_AUTA5_AFP_PROV_22.afp - 22
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,2 : 2658_AUTA5_AFP_LIMA_395.afp - 395 / 3 : 2658_AUTA5_AFP_PROV_22.afp - 22,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95861,373037,EECC 3PLAY,13/12/2019,120404401000005,PREFORMA CLARO A5 CUADERNILLO 2013 F CONTINUO,417,UND,C000000048,0.02052,8.55684,005-0748311,17/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 2 : 2658_AUTA5_AFP_LIMA_395.afp - 395
  3 : 2658_AUTA5_AFP_PROV_22.afp - 22
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,2 : 2658_AUTA5_AFP_LIMA_395.afp - 395 / 3 : 2658_AUTA5_AFP_PROV_22.afp - 22,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95861,373037,EECC 3PLAY,13/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,834,UND,C000000048,0.0175,14.595,005-0748311,17/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 2 : 2658_AUTA5_AFP_LIMA_395.afp - 395
  3 : 2658_AUTA5_AFP_PROV_22.afp - 22
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,2 : 2658_AUTA5_AFP_LIMA_395.afp - 395 / 3 : 2658_AUTA5_AFP_PROV_22.afp - 22,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95861,373037,EECC 3PLAY,13/12/2019,120404407000001,SERV. AUTOENSOBRADO,417,UND,C000000048,0.04875,20.32875,005-0748311,17/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 2 : 2658_AUTA5_AFP_LIMA_395.afp - 395
  3 : 2658_AUTA5_AFP_PROV_22.afp - 22
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,2 : 2658_AUTA5_AFP_LIMA_395.afp - 395 / 3 : 2658_AUTA5_AFP_PROV_22.afp - 22,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95861,373037,EECC 3PLAY,13/12/2019,120404410000002,SERV. TRANSPROMO,417,UND,C000000048,0.0204,8.5068,005-0748311,17/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 2 : 2658_AUTA5_AFP_LIMA_395.afp - 395
  3 : 2658_AUTA5_AFP_PROV_22.afp - 22
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,2 : 2658_AUTA5_AFP_LIMA_395.afp - 395 / 3 : 2658_AUTA5_AFP_PROV_22.afp - 22,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95847,373040,EECC 3PLAY,13/12/2019,60404430000021,EECC 3PLAY,11,UND,C000000048,0,0,005-0748298,17/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 4 : 2658_CUAD_AFP_LIMA_10.afp - 10
  5 : 2658_CUAD_AFP_PROV_JN_1.afp - 1
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,4 : 2658_CUAD_AFP_LIMA_10.afp - 10 / 5 : 2658_CUAD_AFP_PROV_JN_1.afp - 1,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95847,373040,EECC 3PLAY,13/12/2019,120404402000011,PREFORMA CLARO A5 CUADERNILLO 2013 F PLANO,12,UND,C000000048,0.0247,0.2964,005-0748298,17/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 4 : 2658_CUAD_AFP_LIMA_10.afp - 10
  5 : 2658_CUAD_AFP_PROV_JN_1.afp - 1
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,4 : 2658_CUAD_AFP_LIMA_10.afp - 10 / 5 : 2658_CUAD_AFP_PROV_JN_1.afp - 1,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95847,373040,EECC 3PLAY,13/12/2019,120404403000005,SOBRE CLARO JUNIO 2013 - 23 X 15.5 CM,11,UND,C000000048,0.08265,0.90915,005-0748298,17/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 4 : 2658_CUAD_AFP_LIMA_10.afp - 10
  5 : 2658_CUAD_AFP_PROV_JN_1.afp - 1
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,4 : 2658_CUAD_AFP_LIMA_10.afp - 10 / 5 : 2658_CUAD_AFP_PROV_JN_1.afp - 1,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95847,373040,EECC 3PLAY,13/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,24,UND,C000000048,0.0175,0.42,005-0748298,17/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 4 : 2658_CUAD_AFP_LIMA_10.afp - 10
  5 : 2658_CUAD_AFP_PROV_JN_1.afp - 1
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,4 : 2658_CUAD_AFP_LIMA_10.afp - 10 / 5 : 2658_CUAD_AFP_PROV_JN_1.afp - 1,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95847,373040,EECC 3PLAY,13/12/2019,120404410000002,SERV. TRANSPROMO,11,UND,C000000048,0.0204,0.2244,005-0748298,17/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 4 : 2658_CUAD_AFP_LIMA_10.afp - 10
  5 : 2658_CUAD_AFP_PROV_JN_1.afp - 1
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,4 : 2658_CUAD_AFP_LIMA_10.afp - 10 / 5 : 2658_CUAD_AFP_PROV_JN_1.afp - 1,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95847,373040,EECC 3PLAY,13/12/2019,120404407000003,SERV. ENSOBRADO MANUAL,11,UND,C000000048,0.0612,0.6732,005-0748298,17/12/2019,"Descripción - RE: Indicaciones Idcon 2658 3Play al 10 Vencido_622
 Comentarios - 4 : 2658_CUAD_AFP_LIMA_10.afp - 10
  5 : 2658_CUAD_AFP_PROV_JN_1.afp - 1
 PAQ - 02
 Courier - COURIER S.MARTIN DE PORRES S.A
 IdAutomata - 197631
 FechaCorte - 13/12/2019",5,4 : 2658_CUAD_AFP_LIMA_10.afp - 10 / 5 : 2658_CUAD_AFP_PROV_JN_1.afp - 1,622,2,COURIER S.MARTIN DE PORRES S.A,239676
95803,373086,RECIBO ENSOBRADO A5 FIJA,11/12/2019,60404430000018,RECIBO ENSOBRADO A5 FIJA,539,UND,C000000048,0,0,005-0748255,16/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 11.12.2019_18225 - NR - FIJA
 Comentarios - 1 : NR_C1211_MGF_LIMA_AFP_RESTANTES_TOTAL_282.afp - 282
  2 : NR_C1211_MGF_PROV_AFP_RESTANTES_TOTAL_257.afp - 257
 PAQ - 2
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197755
 FechaCorte - 11/12/2019",5,1 : NR_C1211_MGF_LIMA_AFP_RESTANTES_TOTAL_282.afp - 282 / 2 : NR_C1211_MGF_PROV_AFP_RESTANTES_TOTAL_257.afp - 257,539,2,URBANO EXPRESS PERU SA,239666
95803,373086,RECIBO ENSOBRADO A5 FIJA,11/12/2019,120404401000005,PREFORMA CLARO A5 CUADERNILLO 2013 F CONTINUO,"1,078.00",UND,C000000048,0.02052,22.12056,005-0748255,16/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 11.12.2019_18225 - NR - FIJA
 Comentarios - 1 : NR_C1211_MGF_LIMA_AFP_RESTANTES_TOTAL_282.afp - 282
  2 : NR_C1211_MGF_PROV_AFP_RESTANTES_TOTAL_257.afp - 257
 PAQ - 2
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197755
 FechaCorte - 11/12/2019",5,1 : NR_C1211_MGF_LIMA_AFP_RESTANTES_TOTAL_282.afp - 282 / 2 : NR_C1211_MGF_PROV_AFP_RESTANTES_TOTAL_257.afp - 257,539,2,URBANO EXPRESS PERU SA,239666
95803,373086,RECIBO ENSOBRADO A5 FIJA,11/12/2019,120404403000005,SOBRE CLARO JUNIO 2013 - 23 X 15.5 CM,539,UND,C000000048,0.08265,44.54835,005-0748255,16/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 11.12.2019_18225 - NR - FIJA
 Comentarios - 1 : NR_C1211_MGF_LIMA_AFP_RESTANTES_TOTAL_282.afp - 282
  2 : NR_C1211_MGF_PROV_AFP_RESTANTES_TOTAL_257.afp - 257
 PAQ - 2
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197755
 FechaCorte - 11/12/2019",5,1 : NR_C1211_MGF_LIMA_AFP_RESTANTES_TOTAL_282.afp - 282 / 2 : NR_C1211_MGF_PROV_AFP_RESTANTES_TOTAL_257.afp - 257,539,2,URBANO EXPRESS PERU SA,239666
95803,373086,RECIBO ENSOBRADO A5 FIJA,11/12/2019,120404406000003,SERV. IMPRESION VARIABLE A5,"2,156.00",UND,C000000048,0.0175,37.73,005-0748255,16/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 11.12.2019_18225 - NR - FIJA
 Comentarios - 1 : NR_C1211_MGF_LIMA_AFP_RESTANTES_TOTAL_282.afp - 282
  2 : NR_C1211_MGF_PROV_AFP_RESTANTES_TOTAL_257.afp - 257
 PAQ - 2
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197755
 FechaCorte - 11/12/2019",5,1 : NR_C1211_MGF_LIMA_AFP_RESTANTES_TOTAL_282.afp - 282 / 2 : NR_C1211_MGF_PROV_AFP_RESTANTES_TOTAL_257.afp - 257,539,2,URBANO EXPRESS PERU SA,239666
95803,373086,RECIBO ENSOBRADO A5 FIJA,11/12/2019,120404410000002,SERV. TRANSPROMO,539,UND,C000000048,0.0204,10.9956,005-0748255,16/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 11.12.2019_18225 - NR - FIJA
 Comentarios - 1 : NR_C1211_MGF_LIMA_AFP_RESTANTES_TOTAL_282.afp - 282
  2 : NR_C1211_MGF_PROV_AFP_RESTANTES_TOTAL_257.afp - 257
 PAQ - 2
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197755
 FechaCorte - 11/12/2019",5,1 : NR_C1211_MGF_LIMA_AFP_RESTANTES_TOTAL_282.afp - 282 / 2 : NR_C1211_MGF_PROV_AFP_RESTANTES_TOTAL_257.afp - 257,539,2,URBANO EXPRESS PERU SA,239666
95804,373087,RECIBO ENSOBRADO A5 MOVIL,11/12/2019,60404430000003,RECIBO ENSOBRADO A5 MOVIL,"1,668.00",UND,C000000048,0,0,005-0748256,16/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 11.12.2019_18225 - NR - MOVIL
 Comentarios - 1 : NR_C1211_MGM_LIMA_AFP_RESTANTES_TOTAL_735.afp - 735
  2 : NR_C1211_MGM_PROV_AFP_RESTANTES_TOTAL_933.afp - 933
 PAQ - 3
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197756
 FechaCorte - 11/12/2019",5,1 : NR_C1211_MGM_LIMA_AFP_RESTANTES_TOTAL_735.afp - 735 / 2 : NR_C1211_MGM_PROV_AFP_RESTANTES_TOTAL_933.afp - 933,1668,3,URBANO EXPRESS PERU SA,239663
95804,373087,RECIBO ENSOBRADO A5 MOVIL,11/12/2019,120404401000005,PREFORMA CLARO A5 CUADERNILLO 2013 F CONTINUO,"3,738.00",UND,C000000048,0.02052,76.70376,005-0748256,16/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 11.12.2019_18225 - NR - MOVIL
 Comentarios - 1 : NR_C1211_MGM_LIMA_AFP_RESTANTES_TOTAL_735.afp - 735
  2 : NR_C1211_MGM_PROV_AFP_RESTANTES_TOTAL_933.afp - 933
 PAQ - 3
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197756
 FechaCorte - 11/12/2019",5,1 : NR_C1211_MGM_LIMA_AFP_RESTANTES_TOTAL_735.afp - 735 / 2 : NR_C1211_MGM_PROV_AFP_RESTANTES_TOTAL_933.afp - 933,1668,3,URBANO EXPRESS PERU SA,239663
95804,373087,RECIBO ENSOBRADO A5 MOVIL,11/12/2019,120404403000005,SOBRE CLARO JUNIO 2013 - 23 X 15.5 CM,"1,668.00",UND,C000000048,0.08265,137.8602,005-0748256,16/12/2019,"Descripción - Indicaciones Spools AFPs Ciclo 11.12.2019_18225 - NR - MOVIL
 Comentarios - 1 : NR_C1211_MGM_LIMA_AFP_RESTANTES_TOTAL_735.afp - 735
  2 : NR_C1211_MGM_PROV_AFP_RESTANTES_TOTAL_933.afp - 933
 PAQ - 3
 Courier - URBANO EXPRESS PERU SA
 IdAutomata - 197756
 FechaCorte - 11/12/2019",5,1 : NR_C1211_MGM_LIMA_AFP_RESTANTES_TOTAL_735.afp - 735 / 2 : NR_C1211_MGM_PROV_AFP_RESTANTES_TOTAL_933.afp - 933,1668,3,URBANO EXPRESS PERU SA,239663
